Date,Close,Contrast;,Fluctuation,Poetry,High,Low,Volume,Transaction price,Market capitalization,Stocks
2020-11-24,2915,-85,-2.83,2990,2990,2810,1302801,3790055655,65002902580,22299452
2020-11-23,3000,400,15.38,2650,3000,2650,2868405,8204048275,66898356000,22299452
2020-11-20,2600,150,6.12,2420,3140,2410,7417269,20723716255,57978575200,22299452
2020-11-19,2450,155,6.75,2255,2505,2255,862652,2068890750,54633657400,22299452
2020-11-18,2295,30,1.32,2280,2380,2225,188802,430909590,51177242340,22299452
2020-11-17,2265,110,5.1,2110,2380,2105,612703,1404461990,50508258780,22299452
2020-11-16,2155,100,4.87,2060,2155,2055,229227,484237430,48055319060,22299452
2020-11-13,2055,-35,-1.67,2085,2135,2055,58198,121123290,45825373860,22299452
2020-11-12,2090,-10,-0.48,2140,2140,2070,125881,263266660,46605854680,22299452
2020-11-11,2100,-200,-8.7,2275,2275,2100,382574,820370120,46828849200,22299452
2020-11-10,2300,-20,-0.86,2295,2340,2200,282084,646919650,51288739600,22299452
2020-11-09,2320,70,3.11,2230,2325,2230,140505,322734005,51734728640,22299452
2020-11-06,2250,-10,-0.44,2250,2250,2190,108889,242461015,50173767000,22299452
2020-11-05,2260,-25,-1.09,2285,2350,2140,279565,627285315,50396761520,22299452
2020-11-04,2285,170,8.04,2100,2390,2085,1175997,2665835840,50954247820,22299452
2020-11-03,2115,40,1.93,2135,2150,2080,123301,260081135,47163340980,22299452
2020-11-02,2075,55,2.72,2095,2190,2055,275672,585109635,46271362900,22299452
2020-10-30,2020,-10,-0.49,2030,2035,1960,84998,170804370,45044893040,22299452
2020-10-29,2030,-15,-0.73,2045,2050,2010,41084,83418120,45267887560,22299452
2020-10-28,2045,-25,-1.21,2080,2080,2020,131661,268204535,45602379340,22299452
2020-10-27,2070,85,4.28,1965,2085,1965,68636,139632115,46159865640,22299452
2020-10-26,1985,-135,-6.37,2120,2120,1970,232363,465748865,44264412220,22299452
2020-10-23,2120,-65,-2.97,2185,2185,2065,207808,439968850,47274838240,22299452
2020-10-22,2185,5,0.23,2185,2230,2110,318372,700079630,48724302620,22299452
2020-10-21,2180,70,3.32,2120,2180,2120,270301,584594145,48612805360,22299452
2020-10-20,2110,40,1.93,2070,2160,2055,389835,823344160,47051843720,22299452
2020-10-19,2070,110,5.61,2045,2100,1980,392920,805621580,46159865640,22299452
2020-10-16,1960,90,4.81,1890,1960,1790,278400,529286510,43706925920,22299452
2020-10-15,1870,-35,-1.84,1885,1935,1860,62976,118105410,41699975240,22299452
2020-10-14,1905,-5,-0.26,1910,1910,1870,50328,95258815,42480456060,22299452
2020-10-13,1910,-5,-0.26,1915,1925,1880,58661,111198060,42591953320,22299452
2020-10-12,1915,45,2.41,1880,1920,1870,35291,66606580,42703450580,22299452
2020-10-08,1870,-5,-0.27,1875,1885,1860,74201,138576050,41699975240,22299452
2020-10-07,1875,-10,-0.53,1910,1910,1865,42595,79829050,41811472500,22299452
2020-10-06,1885,15,0.8,1890,1905,1850,79000,147845430,42034467020,22299452
2020-10-05,1870,-70,-3.61,1960,1960,1860,190316,360521080,41699975240,22299452
2020-09-29,1940,0,0,1960,1960,1920,26845,51864235,43260936880,22299452
2020-09-28,1940,5,0.26,1935,1955,1900,29518,56822250,43260936880,22299452
2020-09-25,1935,35,1.84,1895,1980,1895,56393,108555925,43149439620,22299452
2020-09-24,1900,-90,-4.52,1995,2015,1870,133282,255077245,42368958800,22299452
2020-09-23,1990,-45,-2.21,2070,2190,1965,332620,678724880,44375909480,22299452
2020-09-22,2035,35,1.75,1980,2095,1950,236176,479914300,45379384820,22299452
2020-09-21,2000,-65,-3.15,2065,2065,1950,176792,353783665,44598904000,22299452
2020-09-18,2065,10,0.49,2035,2130,2000,212973,437518575,46048368380,22299452
2020-09-17,2055,-70,-3.29,2105,2315,2030,750369,1640165355,45825373860,22299452
2020-09-16,2125,10,0.47,2165,2165,2020,163709,342368365,47386335500,22299452
2020-09-15,2115,-20,-0.94,2135,2150,2075,111560,234065635,47163340980,22299452
2020-09-14,2135,35,1.67,2130,2160,2050,251460,531622280,47609330020,22299452
2020-09-11,2100,75,3.7,1995,2190,1970,564878,1177360985,46828849200,22299452
2020-09-10,2025,5,0.25,2040,2080,2005,233557,475852605,45156390300,22299452
2020-09-09,2020,130,6.88,1885,2025,1845,731806,1452830980,45044893040,22299452
2020-09-08,1890,60,3.28,1830,1925,1805,273195,509226650,42145964280,22299452
2020-09-07,1830,-10,-0.54,1830,1845,1795,126089,228947405,40807997160,22299452
2020-09-04,1840,-50,-2.65,1780,1840,1780,166862,301079925,41030991680,22299452
2020-09-03,1890,-40,-2.07,1940,1940,1870,197813,374124945,42145964280,22299452
2020-09-02,1930,-5,-0.26,1960,1970,1850,251799,479949490,43037942360,22299452
2020-09-01,1935,165,9.32,1845,2125,1830,2454840,4824025820,43149439620,22299452
2020-08-31,1770,0,0,1780,1795,1770,43575,77437615,39470030040,22299452
2020-08-28,1770,-25,-1.39,1795,1800,1770,7122,12675130,39470030040,22299452
2020-08-27,1795,-35,-1.91,1815,1830,1760,34857,62145090,40027516340,22299452
2020-08-26,1830,50,2.81,1780,1840,1750,153166,275171710,40807997160,22299452
2020-08-25,1780,25,1.42,1770,1780,1750,11996,21190425,39693024560,22299452
2020-08-24,1755,-20,-1.13,1780,1780,1740,21314,37394760,39135538260,22299452
2020-08-21,1775,35,2.01,1775,1780,1730,55779,97798800,39581527300,22299452
2020-08-20,1740,-50,-2.79,1760,1785,1735,39828,69742500,38801046480,22299452
2020-08-19,1790,10,0.56,1780,1800,1755,46798,82821390,39916019080,22299452
2020-08-18,1780,-35,-1.93,1800,1805,1750,59764,106149940,39693024560,22299452
2020-08-14,1815,0,0,1815,1820,1785,43895,78829210,40473505380,22299452
2020-08-13,1815,-10,-0.55,1820,1820,1800,43606,78788370,40473505380,22299452
2020-08-12,1825,5,0.27,1820,1835,1785,74029,133066120,40696499900,22299452
2020-08-11,1820,-15,-0.82,1840,1850,1815,46147,84128995,40585002640,22299452
2020-08-10,1835,5,0.27,1825,1895,1800,186406,345017005,40919494420,22299452
2020-08-07,1830,-5,-0.27,1850,1850,1795,38941,70786985,40807997160,22299452
2020-08-06,1835,40,2.23,1795,1870,1790,83374,151842355,40919494420,22299452
2020-08-05,1795,-20,-1.1,1795,1810,1785,77946,139831925,40027516340,22299452
2020-08-04,1815,30,1.68,1800,1815,1770,61492,110387050,40473505380,22299452
2020-08-03,1785,0,0,1785,1800,1765,29607,52652975,39804521820,22299452
2020-07-31,1785,-5,-0.28,1790,1790,1745,84131,148645035,39804521820,22299452
2020-07-30,1790,10,0.56,1780,1800,1755,28929,51364500,39916019080,22299452
2020-07-29,1780,-15,-0.84,1795,1810,1780,49412,88434695,39693024560,22299452
